Date & Time,Temperature ©,Humidity (%),IndoorRelativeHumidity (%),DewPoint ©,Wind Speed (km/h),WindGust  (km/h),UVIndex,Visibility (km),CloudCover (%),Ceiling (m),Pressure (mb),ApparentTemperature ©,WindChill©,WetBulb ©
2023-01-29T16:37,8,48,36,-2.5,14.8,28.8,1,16.1,13,10150,1018,8.3,5,3.7
2023-01-29T16:57,8,48,36,-2.5,14.8,28.8,1,16.1,13,10150,1018,8.3,5,3.7
2023-01-29T17:37,7.1,49,36,-2.9,11.1,26.9,0,16.1,13,10180,1019,7.8,5,3
2023-01-29T18:47,6.2,52,36,-2.9,11.1,24.1,0,16.1,13,10150,1019,6.7,3.9,2.5
2023-01-29T19:47,5.9,53,36,-3,18.5,18.5,0,16.1,11,10180,1019,6.7,2.8,2.3
2023-01-29T20:44,4.5,60,36,-2.6,13,22.6,0,16.1,20,10150,1019,5.6,1.7,1.7
2023-01-29T21:47,5,56,35,-3.2,7.4,13.7,0,16.1,0,10180,1020,5.6,3.3,1.8
2023-01-29T22:37,2.9,66,36,-3,7.9,16.4,0,16.1,10,10150,1020,2.8,0.6,0.6
2023-01-29T23:37,0.9,74,35,-3.3,12.6,24.8,0,16.1,10,10180,1020,1.1,-2.8,-0.5
2023-01-30T00:37,1.8,67,35,-3.7,6.8,12.8,0,16.1,10,7833,1020,1.7,0,-0.2
2023-01-30T01:42,3.8,60,35,-3.2,11.1,17.7,0,16.1,0,7833,1019,3.9,1.1,1.1
2023-01-30T02:47,0.7,71,34,-4,10,17.3,0,16.1,11,8138,1019,0.6,-2.8,-1
2023-01-30T03:43,-0.8,78,34,-4.2,9.6,18.8,0,16.1,30,5883,1019,-0.6,-3.9,-1.9
2023-01-30T04:42,2.8,64,35,-3.3,11.1,17.5,0,16.1,11,244,1019,2.8,0,0.5
2023-01-30T05:47,0.5,69,33,-4.7,9.2,14.5,0,16.1,10,2682,1018,0.6,-2.8,-1.4
2023-01-30T06:47,-0.8,74,33,-4.9,7.9,16.7,0,16.1,10,2682,1018,-1.1,-3.9,-2.2
2023-01-30T07:37,2.1,68,35,-3.2,11.1,17.7,0,16.1,0,2682,1018,2.2,-1.1,0.1
2023-01-30T08:43,2,68,35,-3.3,11.1,16.7,1,16.1,0,2682,1018,2.2,-1.1,0
2023-01-30T09:47,2.5,69,36,-2.7,11.1,14.7,1,16.1,10,10363,1018,2.8,0,0.5
2023-01-30T10:42,4.7,62,37,-2.1,7.4,16.9,2,16.1,10,10058,1018,5.6,2.2,2
2023-01-30T11:42,6.2,58,38,-1.6,7.4,11.3,2,16.1,10,10211,1017,7.2,4.4,3
2023-01-30T12:37,6.9,55,38,-1.6,11.1,11.1,2,16.1,10,10150,1016,7.2,4.4,3.4
2023-01-30T13:43,7.9,53,39,-1.1,11.1,11.1,2,16.1,10,10180,1014,8.3,5.6,4
2023-01-30T14:42,8.8,49,38,-1.3,7.4,17.1,2,16.1,10,10150,1014,9.4,7.8,4.4
2023-01-30T15:37,9.1,48,38,-1.5,7.4,16.4,1,16.1,30,10150,1013,9.4,7.8,4.5
2023-01-30T16:47,8.6,49,38,-1.6,7.4,13.9,1,16.1,30,7894,1013,8.9,7.2,4.2
2023-01-30T17:32,7.7,50,37,-2,3.7,11.3,0,16.1,76,8047,1014,8.3,7.8,3.7
2023-01-30T18:47,6.7,54,37,-2.1,7.4,9.8,0,16.1,10,7986,1014,7.2,5,3.1
2023-01-30T19:33,5.2,59,37,-2.3,3.7,12.4,0,16.1,10,10363,1014,6.1,5,2.2
2023-01-30T20:38,3.7,69,38,-1.6,5.1,10.2,0,16.1,10,10058,1014,3.9,2.8,1.5
2023-01-30T21:37,3.3,68,37,-2,3.7,13.7,0,16.1,13,10211,1014,3.3,3.3,1.2
2023-01-30T22:48,0.9,79,37,-2.4,5.6,10.7,0,16.1,76,10150,1014,1.1,0,-0.2
2023-01-30T23:43,-0.2,83,36,-2.7,7.5,14.3,0,16.1,76,7925,1014,0,-2.8,-1.1
2023-01-31T00:47,1.4,73,36,-2.9,6.4,13.2,0,16.1,91,10363,1014,1.7,0,-0.1
2023-01-31T01:47,3.7,75,40,-0.4,3.7,14.1,0,16.1,91,5029,1014,3.9,3.9,2.1
2023-01-31T02:47,2.3,65,35,-3.6,7.3,11.7,0,16.1,76,9540,1015,2.2,0,0.1
2023-01-31T03:32,2,67,35,-3.5,9.2,19.9,0,16.1,76,10363,1014,2.2,-0.6,-0.1
2023-01-31T04:32,7.4,51,37,-2.1,14.8,26,0,16.1,10,10058,1015,7.8,4.4,3.4
2023-01-31T05:48,4.3,56,35,-3.7,22.2,41.4,0,16.1,10,7925,1015,5,0,1.2
2023-01-31T06:38,6.2,48,34,-4.1,25,46.5,0,16.1,10,7925,1016,6.7,1.7,2.1
2023-01-31T07:38,5.6,49,34,-4.4,7.4,46.8,0,16.1,50,6096,1017,6.1,3.9,1.7
2023-01-31T08:42,6.2,51,35,-3.2,3.7,10,1,16.1,91,10363,1018,6.7,6.1,2.4
2023-01-31T09:42,8.4,42,34,-3.9,7.4,22.6,1,16.1,63,6096,1018,8.9,7.2,3.4
2023-01-31T10:43,10,39,35,-3.5,18.5,24.3,1,16.1,50,244,1019,11.1,7.2,4.4
2023-01-31T11:38,9.2,39,34,-4.1,11.1,39.1,1,16.1,76,2134,1019,10,7.8,3.8
2023-01-31T12:42,9.5,40,35,-3.6,18.5,26.3,2,16.1,75,8900,1019,10,6.7,4.1
2023-01-31T13:42,8.6,45,36,-2.6,22.2,29.7,1,16.1,75,914,1018,8.9,5,3.9
2023-01-31T14:38,9.3,40,35,-3.6,18.5,38.2,1,16.1,91,823,1019,10,6.7,4
2023-01-31T15:42,9.4,41,35,-3.4,7.4,31,0,16.1,75,762,1019,10,8.3,4.1
2023-01-31T16:42,9,45,37,-2.3,14.8,24.1,0,16.1,30,701,1020,9.4,6.7,4.2
2023-01-31T17:42,7.2,50,36,-2.7,7.4,26.7,0,16.1,38,9632,1020,7.8,5.6,3.1
2023-01-31T18:38,6.5,54,37,-2.1,11.1,15.8,0,16.1,38,10363,1020,7.2,4.4,3
2023-01-31T19:47,5,52,34,-4.2,7.4,17.7,0,1.6,30,10058,1021,5.6,3.3,1.5
2023-01-31T20:47,3.5,64,36,-2.8,8.1,15.6,0,1.6,30,10211,1021,3.3,1.1,1
2023-01-31T21:37,3.8,52,32,-5.3,3.7,19.2,0,1.6,11,10150,1021,3.9,3.9,0.4
2023-01-31T22:48,2.1,66,35,-3.6,6.6,13.9,0,1.6,10,10180,1021,2.2,0.6,0
2023-01-31T23:42,1.5,67,34,-3.9,7,13.2,0,1.6,31,7925,1022,1.7,0,-0.5
2023-02-01T00:43,-0.3,74,34,-4.4,7,15.6,0,16.1,5,10363,1021,-0.6,-2.8,-1.6
2023-02-01T01:42,1,66,33,-4.6,3.7,12.6,0,16.1,25,10058,1022,1.1,1.1,-1
2023-02-01T02:47,-0.8,76,33,-4.6,7.3,15.4,0,16.1,11,10211,1022,-0.6,-3.3,-2
2023-02-01T03:43,-1,75,33,-5,7.5,14.5,0,16.1,10,10150,1022,-1.1,-3.9,-2.3
2023-02-01T04:47,0,74,34,-4.2,3.7,15.2,0,16.1,0,10180,1021,0,0,-1.4
2023-02-01T05:47,-1.4,73,32,-5.6,6.2,13,0,16.1,10,10150,1022,-1.7,-3.9,-2.7
2023-02-01T06:37,-1.6,73,32,-5.8,6.8,15.4,0,16.1,10,10180,1022,-1.7,-3.9,-2.8
2023-02-01T07:37,-0.8,78,34,-4.2,3.7,13.5,0,16.1,0,10150,1023,-0.6,-0.6,-1.9
2023-02-01T08:47,-0.1,80,36,-3.1,3.7,10.2,1,16.1,0,10180,1023,0,0,-1.1
2023-02-01T09:37,2.5,74,38,-1.6,7.4,7.4,1,16.1,0,10363,1023,2.8,0.6,1
2023-02-01T10:43,4.1,66,38,-1.7,7.4,7.7,2,16.1,0,10058,1023,3.9,1.7,1.8
2023-02-01T11:42,6.3,59,39,-1.2,7.4,13.2,2,16.1,0,10211,1022,7.2,4.4,3.2
2023-02-01T12:47,8.4,50,38,-1.6,3.7,19,2,16.1,0,10150,1021,8.9,8.3,4.1
2023-02-01T13:47,10.3,40,36,-2.7,3.7,9.6,2,16.1,0,10028,1020,11.7,10.6,4.8
2023-02-01T14:43,10.5,33,33,-5.2,3.7,9.4,2,16.1,10,8169,1019,11.1,10.6,4.2
2023-02-01T15:43,12,31,33,-4.8,3.7,10.2,1,16.1,50,8291,1019,12.8,12.2,5.1
2023-02-01T16:47,11.1,36,35,-3.4,3.7,10.5,0,16.1,88,274,1019,11.7,11.1,5
2023-02-01T17:47,10.3,45,39,-1,3.7,14.3,0,16.1,100,1707,1019,11.7,10.6,5.3
2023-02-01T18:47,10.1,58,30,2.1,3.7,13.7,0,16.1,100,640,1019,11.7,10,6.4
2023-02-01T19:43,9.5,64,33,3.1,3.7,16,0,16.1,88,1189,1020,10.6,9.4,6.5
2023-02-01T20:43,8.4,60,42,1.1,5.1,10.2,0,16.1,76,1006,1020,9.4,7.8,5.1
2023-02-01T21:48,8.5,74,35,4.1,3.7,13.2,0,16.1,88,1829,1020,10,8.3,6.5
2023-02-01T22:47,6.1,70,42,1,5.1,9.8,0,16.1,78,853,1020,7.8,5.6,4.1
2023-02-01T23:43,5.9,71,42,1,4.5,8.3,0,16.1,50,1006,1020,7.8,5.6,3.9
2023-02-02T00:47,4.7,77,42,1,3,6.8,0,16.1,76,1829,1020,6.1,4.4,3.2
2023-02-02T01:47,6.7,84,35,4.1,0,11.3,0,16.1,88,1829,1019,8.3,6.7,5.6
2023-02-02T02:43,4.2,84,30,1.7,2.3,4.9,0,16.1,87,549,1019,6.1,4.4,3.2
2023-02-02T03:47,3.5,88,43,1.7,2.3,6,0,16.1,91,1798,1019,3.3,3.3,2.8
2023-02-02T04:47,5.2,91,34,3.9,3.7,9.2,0,16.1,90,1798,1019,6.7,5,4.6
2023-02-02T05:37,4.2,83,43,1.6,6.2,9.6,0,16.1,90,640,1019,6.1,2.8,3.2
2023-02-02T06:37,3.7,85,43,1.4,7.9,12.2,0,16.1,76,884,1020,3.9,1.7,2.8
2023-02-02T07:47,5.2,93,35,4.1,0,12,0,16.1,90,792,1020,6.7,5,4.7
2023-02-02T08:42,5.1,91,34,3.8,3.7,6.4,0,16.1,50,853,1020,6.7,5,4.5
2023-02-02T09:37,5.6,90,35,4.1,3.7,11.1,0,16.1,88,1006,1020,7.2,5.6,4.9
2023-02-02T10:37,6.3,86,35,4.2,3.7,8.5,1,16.1,50,792,1021,7.8,6.1,5.4
2023-02-02T11:43,8.8,77,37,4.9,3.7,9.2,1,16.1,30,945,1020,10.6,8.9,7
2023-02-02T12:37,12,68,41,6.3,7.4,11.1,1,16.1,50,2256,1019,14.4,12.2,9.2
2023-02-02T13:37,14.5,57,40,6.2,3.7,14.5,2,16.1,76,8687,1018,16.7,14.4,10.1
2023-02-02T14:42,13.9,56,38,5.4,3.7,12.4,1,16.1,76,7925,1018,16.1,13.9,9.5
2023-02-02T15:42,13.4,57,37,5.1,3.7,16.2,1,16.1,76,7925,1018,15.6,13.3,9.1
2023-02-02T16:37,12.6,60,37,5,3.7,18.4,1,16.1,30,7925,1018,15.6,12.8,8.7
2023-02-02T17:42,11.1,67,38,5.3,3.7,16,0,16.1,30,10119,1019,12.8,11.1,8.3
2023-02-02T18:47,9.5,64,33,3.1,3.7,13,0,9.7,10,6553,1019,10.6,9.4,6.5
2023-02-02T19:37,8.5,65,31,2.2,3.7,11.5,0,16.1,91,1829,1020,9.4,8.3,5.6
2023-02-02T20:42,8.1,68,31,2.6,7.5,14.9,0,16.1,91,1829,1020,10,7.2,5.5
2023-02-02T21:47,8.6,77,36,4.7,3.7,13,0,16.1,91,1829,1020,10,8.3,6.8
2023-02-02T22:48,6.8,75,32,2.7,3,5.8,0,16.1,76,1829,1020,8.3,6.7,5
2023-02-02T23:47,6.2,78,31,2.6,7.3,14.7,0,9.7,76,1189,1021,7.8,4.4,4.6
2023-02-03T00:43,5.6,79,31,2.3,7,14.5,0,9.7,76,1829,1022,7.2,4.4,4.2
2023-02-03T01:47,6.4,86,35,4.3,7.4,17.5,0,9.7,63,1829,1023,8.3,5,5.5
2023-02-03T02:33,5,74,42,0.7,11.5,19.2,0,16.1,50,1829,1023,6.7,2.2,3.3
2023-02-03T03:37,6.2,64,40,-0.2,24.1,44.8,0,16.1,10,10363,1023,7.2,2.2,3.4
2023-02-03T04:37,8,49,37,-2.2,22.2,45.3,0,16.1,11,10058,1024,8.3,4.4,3.7
2023-02-03T05:42,5.9,59,38,-1.6,21.8,40.4,0,16.1,10,10211,1024,7.2,2.2,2.8
2023-02-03T06:47,4.8,61,37,-2.2,9.6,17.7,0,16.1,11,10150,1025,6.1,2.8,2
2023-02-03T07:37,5.4,55,36,-3,3.7,16.4,0,16.1,0,10180,1025,6.1,5.6,2.1
2023-02-03T08:37,5.4,55,36,-3,3.7,15.8,1,16.1,11,10150,1026,6.1,5.6,2.1
2023-02-03T09:42,8.3,46,36,-2.8,7.4,13,1,16.1,11,6797,1026,8.9,7.2,3.7
2023-02-03T10:44,8.6,47,37,-2,14.8,17.7,2,16.1,31,6797,1026,8.9,6.1,4.1
2023-02-03T11:42,8.9,47,37,-1.9,3.7,19.9,1,16.1,30,5456,1025,9.4,8.9,4.3
2023-02-03T12:42,9.2,44,37,-2.4,11.1,11.1,2,16.1,76,1829,1024,10,7.8,4.3
2023-02-03T13:47,11.7,39,38,-1.8,7.4,18.1,2,16.1,76,4267,1024,12.8,11.7,5.8
2023-02-03T14:42,12.5,35,36,-2.5,3.7,16.7,2,16.1,30,3719,1023,13.3,12.8,5.9
2023-02-03T15:47,13.1,32,35,-3.2,3.7,15.6,1,16.1,25,6553,1023,13.9,13.3,6.1
2023-02-03T16:42,11.3,34,34,-4.2,3.7,15.2,1,16.1,30,6797,1022,11.7,11.1,4.9
2023-02-03T17:42,10.8,36,35,-3.6,3.7,14.9,0,16.1,91,5029,1022,11.1,10.6,4.8
2023-02-03T18:43,9.8,40,36,-3.1,3.7,17.7,0,16.1,91,6797,1021,11.1,10,4.4
2023-02-03T19:43,9.5,45,37,-1.9,7.4,18.8,0,16.1,91,5060,1021,10,8.3,4.6
2023-02-03T20:47,8.2,57,41,0.2,9.8,17.1,0,16.1,91,4633,1020,8.9,6.7,4.6
2023-02-03T21:42,8.1,56,40,-0.3,3.7,14.1,0,16.1,91,4755,1020,8.9,8.3,4.4
2023-02-03T22:37,6.1,66,41,0.1,4.1,7.9,0,16.1,91,4572,1019,7.2,5.6,3.5
2023-02-03T23:47,5.7,68,41,0.3,4.1,7.9,0,16.1,91,4145,1020,7.2,5,3.4
2023-02-04T00:47,5.5,70,41,0.4,7.7,14.3,0,16.1,91,5182,1019,7.2,3.9,3.5
2023-02-04T01:47,7,70,30,1.9,3.7,13.5,0,16.1,91,4633,1018,8.9,7.2,4.9
2023-02-04T02:43,5.3,77,43,1.6,7,13.7,0,16.1,76,4755,1018,7.2,4.4,3.8
2023-02-04T03:43,4.7,78,42,1.2,6.6,14.1,0,16.1,30,4846,1018,6.1,2.8,3.3
2023-02-04T04:43,4.7,83,30,2,3.7,9.4,0,16.1,38,4816,1017,6.1,4.4,3.6
2023-02-04T05:47,3.5,82,42,0.7,4.1,9,0,16.1,42,5364,1017,3.3,2.2,2.4
2023-02-04T06:42,3,85,42,0.7,4.3,9.2,0,16.1,76,732,1017,2.8,1.7,2.1
2023-02-04T07:43,3.9,91,31,2.5,3.7,16.9,0,8,88,2957,1017,3.9,3.9,3.4
2023-02-04T08:42,4.5,89,32,2.9,3.7,14.5,0,8,88,1128,1017,6.1,4.4,3.8
2023-02-04T09:47,5,95,35,4.3,7.4,13,0,8,100,1646,1018,6.7,3.3,4.7
2023-02-04T10:42,5.8,97,38,5.4,7.4,11.7,1,8,91,8931,1018,7.2,3.9,5.8
2023-02-04T11:47,7.3,97,42,6.9,3.7,20.7,2,8,30,7925,1017,8.9,7.2,7.3
2023-02-04T12:43,10.4,56,30,2,25.9,25.9,3,8,30,10363,1016,12.2,10.6,6.5
2023-02-04T13:43,9.9,58,30,1.9,29.6,47.8,2,8,38,10058,1016,11.7,6.7,6.2
2023-02-04T14:42,10.7,49,41,0.5,11.1,54.4,1,8,88,518,1018,11.7,10.6,6.1
2023-02-04T15:43,8.3,43,35,-3.7,25.9,32.5,1,8,75,5761,1019,8.9,5,3.4
2023-02-04T16:47,7.8,46,35,-3.2,22.2,40.6,0,8,88,244,1021,8.3,4.4,3.3
2023-02-04T17:43,6,62,39,-0.7,7.4,37.6,0,8,75,1920,1022,7.2,4.4,3.2
2023-02-04T18:42,5,63,38,-1.4,7.4,31,0,8,88,1158,1023,6.1,3.3,2.4
2023-02-04T19:47,5,56,35,-3.2,3.7,30.5,0,8,88,1554,1024,5.6,5,1.8
2023-02-04T20:38,4,53,33,-4.8,16.4,29.7,0,8,84,1463,1024,3.9,0,0.7
2023-02-04T21:42,4.7,44,31,-6.5,18.5,54,0,8,50,2713,1024,5,0.6,0.7
2023-02-04T22:32,3.1,47,30,-7.1,26.5,47.8,0,8,95,884,1024,3.3,-1.7,-0.4
2023-02-04T23:43,2.2,48,29,-7.8,30.5,59.1,0,8,90,2713,1022,2.2,-3.3,-1.1
2023-02-05T00:37,1.4,48,28,-8.6,37.8,74.7,0,8,30,8412,1021,1.7,-5,-1.9
2023-02-05T01:47,2.6,35,25,-11.6,35.2,121.1,0,8,91,7925,1023,2.8,-3.3,-1.8
2023-02-05T02:47,0.9,46,27,-9.6,40.8,67.3,0,8,76,2713,1025,1.1,-6.1,-2.4
2023-02-05T03:43,0.6,47,27,-9.5,24.8,51.2,0,8,30,2713,1024,0.6,-5,-2.6
2023-02-05T04:43,1.8,38,25,-11,25.9,51.2,0,8,76,1006,1024,1.7,-3.9,-2.2
2023-02-05T05:47,0.4,48,27,-9.4,25.6,47,0,8,50,2713,1024,0.6,-5,-2.7
2023-02-05T06:43,0.1,49,27,-9.5,22.2,42.7,0,8,91,2713,1025,0,-5.6,-2.9
2023-02-05T07:43,1.5,41,26,-10.6,35.2,64.5,0,8,76,2713,1024,1.7,-5,-2.3
2023-02-05T08:47,1.6,39,26,-10.9,29.6,55.5,1,8,76,2713,1025,1.7,-4.4,-2.3
2023-02-05T09:43,2,41,27,-10,28.4,54.7,0,8,90,1372,1026,2.2,-3.3,-1.8
2023-02-05T10:43,3.2,35,25,-11,29.6,59.1,2,8,30,2713,1026,3.3,-2.2,-1.3
2023-02-05T11:47,3.4,35,26,-10.6,29.6,55.7,2,8,76,2713,1027,3.3,-2.2,-1.1
2023-02-05T12:37,3.1,32,24,-12.2,18.5,51.2,2,8,91,2713,1026,3.3,-1.1,-1.6
2023-02-05T13:42,2.9,42,28,-8.9,21.4,45.7,1,8,90,2713,1027,2.8,-1.7,-1
2023-02-05T14:43,3.2,34,25,-11.5,18.5,50.8,2,8,91,2713,1027,3.3,-1.1,-1.4
2023-02-05T15:37,3,33,24,-11.9,18.5,54.7,1,8,91,2713,1027,2.8,-1.7,-1.6
2023-02-05T16:37,2.9,34,25,-11.6,14.8,50.2,1,8,76,2713,1028,2.8,-1.1,-1.6
2023-02-05T17:43,1.8,38,25,-11.1,11.1,46.3,0,8,38,2713,1029,1.7,-1.7,-2.2
2023-02-05T18:47,1,39,25,-11.5,3.7,35.4,0,8,38,2713,1029,1.1,1.1,-2.7
2023-02-05T19:37,1.2,41,26,-10.7,11.1,25.6,0,16.1,76,2713,1029,1.1,-2.2,-2.4
2023-02-05T20:38,-0.1,53,28,-8.7,19.2,37.6,0,16.1,91,1067,1029,0,-5,-2.8
2023-02-05T21:43,0.9,42,26,-10.7,14.8,54.7,0,16.1,63,2713,1029,1.1,-2.8,-2.6
2023-02-05T22:48,-0.3,54,28,-8.7,26,48.5,0,16.1,91,975,1029,-0.6,-6.7,-2.9
2023-02-05T23:47,-0.2,54,28,-8.6,28.4,55.7,0,16.1,76,2530,1029,0,-6.1,-2.8
2023-02-06T00:47,-0.3,54,28,-8.5,27.1,55.5,0,16.1,76,640,1029,-0.6,-6.7,-2.9
2023-02-06T01:42,0.2,50,28,-9.1,7.4,47.4,0,16.1,91,1829,1030,0,-2.8,-2.7
2023-02-06T02:47,-0.8,52,27,-9.4,13.5,24.1,0,16.1,76,1341,1029,-0.6,-4.4,-3.4
2023-02-06T03:47,-1,53,27,-9.4,27.1,54.2,0,16.1,50,1250,1029,-1.1,-7.8,-3.6
2023-02-06T04:37,0.2,47,27,-10,7.4,49.7,0,16.1,50,1433,1030,0,-2.8,-2.9
2023-02-06T05:47,-1.9,56,27,-9.7,19.4,39.5,0,16.1,50,1829,1030,-1.7,-7.2,-4.2
2023-02-06T06:42,-2.3,56,26,-10.1,27.8,50.6,0,16.1,50,10180,1031,-2.2,-8.9,-4.6
2023-02-06T07:43,-0.8,47,26,-10.7,7.4,51.9,0,16.1,31,9967,1031,-0.6,-3.3,-3.7
2023-02-06T08:37,-0.3,44,25,-11.3,11.1,32.2,1,16.1,91,10089,1031,-0.6,-4.4,-3.6
2023-02-06T09:47,0.2,43,25,-11,11.1,48.5,1,16.1,76,1554,1031,0,-3.9,-3.1
2023-02-06T10:42,0.6,43,26,-10.8,11.1,49.7,1,16.1,76,1524,1031,0.6,-2.8,-2.8
2023-02-06T11:37,1.4,38,25,-11.4,11.1,52.7,1,16.1,91,1554,1031,1.7,-1.7,-2.4
2023-02-06T12:47,2.4,37,25,-11,18.5,44.2,1,16.1,88,1554,1031,2.2,-2.2,-1.7
2023-02-06T13:43,2.2,38,26,-10.9,22.2,49.1,1,16.1,91,1585,1030,2.2,-2.8,-1.9
2023-02-06T14:43,2.2,38,26,-10.9,22.2,25.8,1,16.1,91,2743,1029,2.2,-2.8,-1.9
2023-02-06T15:37,2.6,36,25,-11.1,29.6,48.7,1,16.1,91,2743,1028,2.8,-2.8,-1.7
2023-02-06T16:37,2,37,25,-11.2,25.9,59.1,0,16.1,76,2743,1028,2.2,-3.3,-2
2023-02-06T17:37,1.4,37,25,-11.8,31.5,55.7,0,16.1,50,8230,1027,1.7,-4.4,-2.6
2023-02-06T18:43,1.2,46,27,-9.2,29.3,58.5,0,16.1,76,5791,1028,1.1,-5,-2.2
2023-02-06T19:43,0.8,47,27,-9.4,22.4,47,0,16.1,25,7681,1028,0.6,-5,-2.4
2023-02-06T20:42,-0.3,50,27,-9.6,21.4,47,0,16.1,27,10363,1029,-0.6,-6.1,-3.2
2023-02-06T21:48,0.8,42,26,-10.9,25.9,47.6,0,16.1,30,10058,1030,0.6,-5,-2.7
2023-02-06T22:47,-0.3,48,27,-10,20.5,42.5,0,16.1,11,10211,1030,0,-5.6,-3.2
2023-02-06T23:48,-1.3,52,26,-10.1,5.3,8.8,0,16.1,30,10150,1031,-1.1,-2.8,-4
2023-02-07T00:37,-1.8,53,26,-10.3,11.3,23.5,0,16.1,30,7925,1031,-1.7,-5.6,-4.3
2023-02-07T01:42,1,40,25,-11.1,18.5,20.5,0,16.1,25,7925,1031,1.1,-3.9,-2.7
2023-02-07T02:43,-1.5,51,26,-10.6,16,27.5,0,16.1,20,10363,1032,-1.7,-6.7,-4.1
2023-02-07T03:43,-1.6,51,26,-10.6,14.1,28.6,0,16.1,30,7925,1032,-1.7,-6.1,-4.2
2023-02-07T04:47,-0.4,45,25,-11,3.7,27.1,0,16.1,13,7925,1031,-0.6,-0.6,-3.6
2023-02-07T05:47,-1.5,50,26,-10.7,12.6,24.1,0,16.1,30,10363,1032,-1.7,-6.1,-4.2
2023-02-07T06:32,-0.3,45,26,-10.9,13,25.6,0,16.1,24,10058,1032,-0.6,-4.4,-3.4
2023-02-07T07:42,1,40,25,-11.1,22.2,69,0,16.1,25,2621,1033,1.1,-3.9,-2.7
2023-02-07T08:42,1,40,25,-11.1,18.5,40.6,1,16.1,76,10363,1032,1.1,-3.9,-2.7
2023-02-07T09:37,1.8,40,26,-10.6,11.1,42.7,2,16.1,30,10363,1032,1.7,-1.7,-2
2023-02-07T10:42,2.5,37,26,-10.9,14.8,19.4,2,16.1,10,10058,1032,2.8,-1.1,-1.7
2023-02-07T11:47,2.8,38,26,-10.3,18.5,24.6,2,16.1,25,10211,1032,2.8,-1.7,-1.4
2023-02-07T12:47,3.4,37,26,-10.2,22.2,31,3,16.1,13,10150,1033,3.3,-1.1,-1
2023-02-07T13:32,4.3,34,26,-10.4,14.8,39.9,2,16.1,0,10180,1032,4.4,1.1,-0.5
2023-02-07T14:42,4.5,33,26,-10.5,14.8,30.7,2,16.1,0,10150,1032,4.4,1.1,-0.4
2023-02-07T15:47,4.8,31,25,-11,14.8,24.1,2,16.1,10,10180,1032,5,1.7,-0.3
2023-02-07T16:42,4.2,31,25,-11.7,11.1,29.5,1,16.1,13,6492,1032,4.4,1.7,-0.8
2023-02-07T17:42,3.8,34,26,-10.9,11.1,28.6,0,16.1,38,6706,1032,3.9,1.1,-0.9
2023-02-07T18:38,3.5,45,30,-7.5,11.1,19.9,0,16.1,30,6706,1032,3.3,0.6,-0.3
2023-02-07T19:47,1.9,49,29,-7.7,9.4,16.2,0,16.1,10,5182,1033,1.7,-1.1,-1.3
2023-02-07T20:47,1,51,29,-8.1,9,20.5,0,16.1,10,6706,1033,1.1,-1.7,-2
2023-02-07T21:47,1.1,44,27,-10,14.8,23.3,0,16.1,0,6706,1033,1.1,-2.8,-2.4
2023-02-07T22:42,-1.3,58,28,-8.7,12.8,23.3,0,16.1,7,10363,1033,-1.1,-5.6,-3.6
2023-02-07T23:42,-3.2,64,28,-9.1,8.3,13.9,0,16.1,10,10058,1034,-3.3,-6.7,-4.9
2023-02-08T00:37,-2.2,58,27,-9.6,10.5,20.3,0,16.1,10,10211,1034,-2.2,-6.1,-4.4
2023-02-08T01:47,-0.5,48,26,-10.2,11.1,13,0,16.1,0,10150,1034,-0.6,-4.4,-3.4
2023-02-08T02:42,-3.3,59,26,-10.4,12.8,17.9,0,16.1,1,10180,1034,-3.3,-7.8,-5.3
2023-02-08T03:47,-2.7,54,26,-10.7,8.1,16,0,16.1,10,10150,1034,-2.8,-6.1,-5
2023-02-08T04:44,-0.8,47,26,-10.7,14.8,16,0,16.1,0,10180,1034,-0.6,-5,-3.7
2023-02-08T05:42,-4.3,58,25,-11.4,12.6,23.7,0,16.1,3,10150,1033,-4.4,-9.4,-6.3
2023-02-08T06:42,-5,60,25,-11.7,12.8,25,0,16.1,1,10180,1034,-5,-10,-6.8
2023-02-08T07:32,-1.2,50,26,-10.4,25.9,25.9,0,16.1,13,10150,1034,-1.1,-7.2,-3.9
2023-02-08T08:42,-0.8,47,26,-10.7,18.5,19.2,1,16.1,30,10180,1034,-0.6,-5.6,-3.7
2023-02-08T09:47,0.7,44,26,-10.2,22.2,27.5,2,16.1,25,10363,1034,0.6,-5,-2.7
2023-02-08T10:48,1.9,41,27,-10,25.9,29.9,2,16.1,25,10058,1034,1.7,-3.9,-1.9
2023-02-08T11:42,2.9,39,27,-9.7,29.6,32.5,2,16.1,25,10211,1034,2.8,-2.8,-1.1
2023-02-08T12:47,3.8,38,27,-9.5,25.9,38.6,3,16.1,30,10150,1033,3.9,-1.1,-0.6
2023-02-08T13:32,4.2,36,27,-9.7,25.9,34.8,2,16.1,30,10180,1033,4.4,0,-0.4
2023-02-08T14:37,4.1,36,27,-9.8,25.9,39.7,2,16.1,25,10150,1032,3.9,-1.1,-0.4
2023-02-08T15:48,4.1,35,26,-10.3,18.5,28.4,2,16.1,25,10180,1032,3.9,0,-0.6
2023-02-08T16:42,3.5,37,27,-10,22.2,32.2,1,16.1,25,10150,1032,3.3,-1.1,-0.9
2023-02-08T17:42,2.7,39,27,-10,22.2,33.9,0,16.1,13,10180,1033,2.8,-2.2,-1.4
